,desc,mana,name,price,rarity,type,url
4299,"Flying
Flying",3 b b,Archfiend of Depravity (Fate Reforged Intro Pack),$2.99,Promo,Creature,./Paginas/PaginasHeuristica/www.starcitygames.com777.html
4300,"FlyingWhen Sphinx Summoner comes into play, you may search your library for an artifact creature card, reveal it, and put it into your hand. If you do, shuffle your library.",3 ManaBlue ManaBlack Mana,Sphinx Summoner,$0.01,,Artifact Creature - Sphinx,./Paginas/PaginasHeuristica/www.mtgotraders.com877.html
4301,"Swampwalk (This creature is unblockable as long as defending player controls a Swamp.)
Knowing Takenuma Swamp to be dangerous, Hisata set wards to warn him of predators. He never imagined that his murderer would pass through them unhindered.","['3', 'b']", Bog Wraith ,$2.19,Uncommon,Creature - Wraith,./Paginas/PaginasHeuristica/abugames.com626.html
4302,"When Yarok's Fenlurker enters the battlefield, each opponent exiles a card from their hand.
: Yarok's Fenlurker gets +1/+1 until end of turn.",bb,Core Set 2020 Foil: Yarok's Fenlurker,$0.99,U,Creature - Horror,./Paginas/PaginasHeuristica/www.cardkingdom.com106.html
4303," When Phyrexian Processor comes into play, pay any amount of life. {4}, {T}: Put a Minion token into play. Treat this token as a black creature with power and toughness each equal to the amount of life paid at the time Phyrexian Processor came into play.", ,Phyrexian Processor - Urza's Saga Magic the Gathering Single,$1.70, Rare, Artifact,./Paginas/PaginasHeuristica/www.wizardscupboard.com766.html
4304," Cumulative upkeep {B} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.) At the end of your turn, draw a card for each age counter on Phyrexian Etchings. When Phyrexian Etchings is put into a graveyard from play, you lose 2 life for each age counter on it.", ,Phyrexian Etchings - Coldsnap Magic the Gathering Single,$0.25, Rare, Enchantment,./Paginas/PaginasHeuristica/www.wizardscupboard.com336.html
4305,"Flying, first strike, lifelink, protection from Demons and from Dragons
Flying, first strike, lifelink, protection from Demons and from Dragons",3 w w,Baneslayer Angel,$39.99,Mythic Rare,Creature,./Paginas/PaginasHeuristica/www.starcitygames.com71.html
4306,T: Put a +1/+1 counter on each artifact creature you control.,2,Steel Overseer,$2.49,R,Artifact Creature - Construct,./Paginas/PaginasHeuristica/www.capefeargames.com610.html
4307,Protection from HumansPay 1 life Sacrifice another creature: Put a -1/-1 counter on up to one target creature and draw a card.BB Discard a card: Proliferate. (Choose any number of permanents and/or players then give each another counter of each kind already there.),2BB,"Yawgmoth, Thran Physician - Foil",,M,Legendary Creature - Human Cleric,./Paginas/PaginasHeuristica/www.capefeargames.com240.html
4308,"End the turn. (Remove all spells and abilities on the stack from the game including this card. The player whose turn it is discards down to his or her maximum hand size. Damage wears off and ""this turn"" and ""until end of turn"" effects end.)",4UU,Time Stop,$3.95,R,Instant,./Paginas/PaginasHeuristica/www.capefeargames.com755.html
4309," When Chittering Witch enters the battlefield, create a number of 1/1 black Rat creature tokens equal to the number of opponents you have. {1}{B}, Sacrifice a creature: Target creature gets -2/-2 until end of turn. ","['3', 'B']",           Chittering Witch              ,$2.25,Rare,Creature—HumanWarlock,./Paginas/PaginasHeuristica/scryfall.com519.html
4310,": Add either  or  to your mana pool.
Counts as both forest and mountains and is affected by spells that affect either. If a spell destroys one of these land types, this card is destroyed; if a spell alters one of these land types, the other land type is unaffected.
--This card has no flavor text --",[], Taiga ,$246.79,Rare,Land - Mountain Forest,./Paginas/PaginasHeuristica/abugames.com763.html
4311,"Green mana doesn't empty from your mana pool as steps and phases end.Omnath, Locus of Mana gets +1/+1 for each green mana in your mana pool.",2Green,"Omnath, Locus of Mana *Foil*",$0.77,,Legendary Creature - Elemental,./Paginas/PaginasHeuristica/www.mtgotraders.com318.html
4312, Put a 3/3 green Beast creature token onto the battlefield for each creature put into your graveyard from the battlefield this turn., ,Fresh Meat - Commander 2014 Magic the Gathering Single,$0.25, Rare, Instant,./Paginas/PaginasHeuristica/www.wizardscupboard.com623.html
4313,"Destroys any one land.
--This card has no flavor text --","['2', 'g']", Ice Storm ,$270.25,Uncommon,Sorcery,./Paginas/PaginasHeuristica/abugames.com299.html
4314,"Equipped creature gets +1/+1.
Equipped creature gets +1/+1.",1,Bladed Bracers,$0.15,Common,Artifact - Equipment,./Paginas/PaginasHeuristica/www.starcitygames.com848.html
4315,"Tap to add 1 colorless mana to your mana pool or give any Assembly Worker +1/+1 until end of turn.
: Mishra's Factory becomes an Assembly Worker, a 2/2 artifact creature, until end of turn. Assembly Worker is still considered a land as well.
--This card has no flavor text --",[], Mishra's Factory (a Fall) ,$157.49,Uncommon,Land,./Paginas/PaginasHeuristica/abugames.com333.html
4316,Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for 1 or one mana of that creature's color.)Create X 1/1 white Soldier creature tokens with lifelink.,Variable ColorlessGreenWhiteWhite,March of the Multitudes,$0.70,,Instant,./Paginas/PaginasHeuristica/www.mtgotraders.com748.html
4317," When Mindclaw Shaman enters the battlefield, target opponent reveals his or her hand. You may cast an instant or sorcery card from it without paying its mana cost.", ,Mindclaw Shaman - Magic 2013 Magic the Gathering Single,$0.10, Uncommon, Creature,./Paginas/PaginasHeuristica/www.wizardscupboard.com273.html
4318,T: Add to your mana pool one mana of any color in your commander's color identity.,,Command Tower,$2.08,C,Land,./Paginas/PaginasHeuristica/www.capefeargames.com42.html
4319, Flying, ,"Olivia, Mobilized for War (Foil) - Shadows Over Innistrad",$3.90, Mythic Rare, Legendary Creature,./Paginas/PaginasHeuristica/www.wizardscupboard.com767.html
4320,"Counter target spell.
--This card has no flavor text --","['1', 'u', 'u']", Cancel ,$0.14,Common,Instant,./Paginas/PaginasHeuristica/abugames.com627.html
4321,Exile target creature or planeswalker that's black or red. Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.),1w,Core Set 2020 Foil: Devout Decree,$0.49,U,Sorcery,./Paginas/PaginasHeuristica/www.cardkingdom.com107.html
4322,"Destroy all enchantments.
Destroy all enchantments.",1 g,Back to Nature,$1.99,Uncommon,Instant,./Paginas/PaginasHeuristica/www.starcitygames.com70.html
4323, +1: Draw a card. Target player puts the top card of his or her library into his or her graveyard. 0: Target player puts the top ten cards of his or her library into his or her graveyard. -7: Any number of target players each draw twenty cards., ,"Jace, Memory Adept - Magic 2012 Magic the Gathering Foil Single",$22.45, Mythic Rare, Planeswalker,./Paginas/PaginasHeuristica/www.wizardscupboard.com337.html
4324,"During your upkeep, you must choose one of opponent's non-wall creatures in play. Until your next upkeep, that creature gains the forestwalk ability. If opponent has no creatures, ignore this effect.
--This card has no flavor text --","['3', 'g']", Erhnam Djinn ,$459.99,Rare,Creature - Djinn,./Paginas/PaginasHeuristica/abugames.com277.html
4325,If Leyline of Anticipation is in your opening hand you may begin the game with it on the battlefield. You may cast nonland cards as though they had flash. (You may cast them any time you could cast an instant.),2UU,Leyline of Anticipation,$8.46,R,Enchantment,./Paginas/PaginasHeuristica/www.capefeargames.com611.html
4326,Cascade (When you cast this spell exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order.)Sliver spells you cast have cascade.,WUBRG,The First Sliver - Foil,$61.70,M,Legendary Creature - Sliver,./Paginas/PaginasHeuristica/www.capefeargames.com241.html
4327,Artifact and enchanment spells your opponent's cast cost 2 more to cast. Sacrifice Aura of Silence: Destroy target artifact or enchantment.,1WW,Aura of Silence,$4.70,U,Enchantment,./Paginas/PaginasHeuristica/www.capefeargames.com754.html
4328,"First strike (This creature deals combat damage before creatures without first strike.)
Whenever Odric, Master Tactician and at least three other creatures attack, you choose which creatures block this combat and how those creatures block.",2ww,"2013 Core Set Foil: Odric, Master Tactician",$0.99,R,Legendary Creature - Human Soldier,./Paginas/PaginasHeuristica/www.cardkingdom.com941.html
4329,Flying T Add one mana of any color to your mana pool.,G,Birds of Paradise,$8.46,R,Creature - Bird,./Paginas/PaginasHeuristica/www.capefeargames.com304.html
4330," Artifact creatures you control have flying. At the beginning of combat on your turn, you may have target noncreature artifact you control become a 0/0 artifact creature. If you do, put four  1/ 1 counters on it.   “Fear not what’s under the bed. The toys are watching.” —Beyond the Great Henge ","['6', 'U']",           Workshop Elders              ,$0.57,Rare,Creature—HumanArtificer,./Paginas/PaginasHeuristica/scryfall.com518.html
4331,": Add either  or  to your mana pool.
Counts as both forest and mountains and is affected by spells that affect either. If a spell destroys one of these land types, this card is destroyed; if a spell alters one of these land types, the other land type is unaffected.
--This card has no flavor text --",[], Taiga ,$246.79,Rare,Land - Mountain Forest,./Paginas/PaginasHeuristica/abugames.com762.html
4332,"Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)Whenever a creature you control attacks alone, it gains double strike until end of turn.",1GreenWhiteBlue,Rafiq of the Many *Foil*,$0.63,,Legendary Creature - Human Knight,./Paginas/PaginasHeuristica/www.mtgotraders.com319.html
4333,"Destroys any one land.
--This card has no flavor text --","['2', 'g']", Ice Storm ,$402.49,Uncommon,Sorcery,./Paginas/PaginasHeuristica/abugames.com298.html
4334,"Distribute four +1/+1 counters among any number of target creatures.
Distribute four +1/+1 counters among any number of target creatures.",4 g,Blessings of Nature,$0.25,Uncommon,Sorcery,./Paginas/PaginasHeuristica/www.starcitygames.com849.html
4335,"Tap to add 1 colorless mana to your mana pool or give any Assembly Worker +1/+1 until end of turn.
: Mishra's Factory becomes an Assembly Worker, a 2/2 artifact creature, until end of turn. Assembly Worker is still considered a land as well.
--This card has no flavor text --",[], Mishra's Factory (a Fall) ,$157.49,Uncommon,Land,./Paginas/PaginasHeuristica/abugames.com332.html
4336,"Other creatures you control get +1/+1.When Trostani Discordant enters the battlefield, create two 1/1 white Soldier creature tokens with lifelink.At the beginning of your end step, each player gains control of all creatures they own.",3GreenWhite,Trostani Discordant,$0.58,,Legendary Creature - Dryad,./Paginas/PaginasHeuristica/www.mtgotraders.com749.html
4337,T: Add to your mana pool one mana of any color in your commander's color identity.,,Command Tower,$2.45,C,Land,./Paginas/PaginasHeuristica/www.capefeargames.com43.html
4338,"Counts as both plains and forest and is affected by spells that affect either. Tap to add either  or  to your mana pool.
--This card has no flavor text --",[], Savannah ,$999.99,Rare,Land - Forest Plains,./Paginas/PaginasHeuristica/abugames.com918.html
4339,"Whenever a creature with power 4 or greater enters the battlefield under your control, draw a card.-1: Untap target permanent.",2Green or Blue,"Kiora, Behemoth Beckoner",$0.01,,Legendary Planeswalker - Kiora,./Paginas/PaginasHeuristica/www.mtgotraders.com899.html
4340,"Flying
Flying",4 u u,Aethertide Whale (Aether Revolt Prerelease),$0.99,Promo,Creature,./Paginas/PaginasHeuristica/www.starcitygames.com799.html
4341,"3, Tap: Draw a card.
3, Tap: Draw a card.",3,Arcane Encyclopedia,$0.59,Uncommon,Artifact,./Paginas/PaginasHeuristica/www.starcitygames.com633.html
4342,"Tap: Target opponent discards two cards. Activate this ability only during your turn, before attackers are declared.",3BlackBlack,"Cao Cao, Lord of Wei *Foil*",$1.22,,Legendary Creature - Human Soldier,./Paginas/PaginasHeuristica/www.mtgotraders.com933.html
4343,Whenever an opponent plays a spell you may draw a card unless that player pays 1.,2U,Rhystic Study,$15.00/$18.75,C,Enchantment,./Paginas/PaginasHeuristica/www.capefeargames.com187.html
4344," Flash Enchant creature Enchanted creature gets -2/-0. It gets -6/-0 instead as long as its controller has seven or more cards in their graveyard.   His sword sounded like a silver chime on the glass jar, and the sprite laughed with delight. ",['U'],           So Tiny              ,$0.05,Common,Enchantment—Aura,./Paginas/PaginasHeuristica/scryfall.com261.html
4345,"Whenever Cephalid Constable deals combat damage to a player, return up to X target permanents that player controls to their owners' hands, where X is the damage it dealt to that player.",1 ManaBlue ManaBlue Mana,Cephalid Constable,$0.01,,Creature - Cephalid Wizard,./Paginas/PaginasHeuristica/www.mtgotraders.com460.html
4346,Flying (This creature can't be blocked except by creatures with flying.) R Shivan Dragon gets +1/+0 until end of turn.,4RR,Shivan Dragon - Foil,,R,Creature - Dragon,./Paginas/PaginasHeuristica/www.capefeargames.com884.html
4347,"Devoid (This card has no color.)Tap up to two target creatures. Those creatures don't untap during their controller's next untap step. Put a 1/1 colorless Eldrazi Scion creature token onto the battlefield. It has ""Sacrifice this creature: Add 1 to your mana pool.""",3Blue,Adverse Conditions *Foil*,$0.72,,Instant,./Paginas/PaginasHeuristica/www.mtgotraders.com525.html
4348,"Protection from green (This creature can't be blocked, targeted, dealt damage, enchanted, or equipped by anything green.)Creatures your opponents control can't have +1/+1 counters put on them.",1Black,Blightbeetle *Foil*,$0.01,,Creature - Insect,./Paginas/PaginasHeuristica/www.mtgotraders.com59.html
4349," When Brutalizer Exarch enters the battlefield, choose one - Search your library for a creature card, reveal it, then shuffle your library and put that card on top of it; or put target noncreature permanent on the bottom of its owner's library. ", ,Brutalizer Exarch - New Phyrexia Magic the Gathering Single,$0.15, Uncommon , Creature,./Paginas/PaginasHeuristica/www.wizardscupboard.com20.html
4350,"Boseiju, Who Shelters All enters the battlefield tapped.Tap, Pay 2 life: Add 1 Mana to your mana pool. If that mana is spent on an instant or sorcery spell, that spell can't be countered by spells or abilities.", ,"Boseiju, Who Shelters All *Foil*",$1.49,,Legendary Land,./Paginas/PaginasHeuristica/www.mtgotraders.com175.html
4351,T Add 1 to your mana pool. 1 Mutavault becomes a 2/2 creature with all creature types until end of turn. It's still a land.,,Mutavault - Foil,$37.95,R,Land,./Paginas/PaginasHeuristica/www.capefeargames.com492.html
4352,"Flying
Flying",4 r r r,Ancient Hellkite,$0.49,Rare,Creature,./Paginas/PaginasHeuristica/www.starcitygames.com326.html
4353,ReachWhenever an opponent casts a spell put a 1/1 green Insect creature token onto the battlefield.,2RRGG,Dragonlair Spider,$0.10/$0.13,R,Creature - Spider,./Paginas/PaginasHeuristica/www.capefeargames.com168.html
4354, Add seven {R}. You can cast only one more spell this turn.   The greatest challenge isn’t the stifling heat but the crushing weight of those who failed before. ,"['1', 'R', 'R', 'R']",           Irencrag Feat              ,$0.31,Rare,Sorcery,./Paginas/PaginasHeuristica/scryfall.com324.html
4355,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)
Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)",,Arch of Orazca (Promo Pack),$2.99,Promo,Land,./Paginas/PaginasHeuristica/www.starcitygames.com776.html
4356,"1, Tap, Discard a card: You gain 4 life.1, Tap, Pay 1 life: Put a 0/1 white Goat creature token onto the battlefield.1, Tap, Sacrifice a creature: Return target artifact card from your graveyard to your hand.1, Tap, Sacrifice an artifact: Draw a card.",4,Trading Post,$0.01,,Artifact,./Paginas/PaginasHeuristica/www.mtgotraders.com876.html
4357,Primordial Hydra enters the battlefield with X +1/+1 counters on it.At the beginning of your upkeep double the number of +1/+1 counters on Primordial Hydra.Primordial Hydra has trample as long as it has ten or more +1/+1 counters on it.,XGG,Primordial Hydra - Foil,,M,Creature - Hydra,./Paginas/PaginasHeuristica/www.capefeargames.com538.html
4358,When Omnath Locus of the Roil enters the battlefield it deals damage to any target equal to the number of Elementals you control.Whenever a land enters the battlefield under your control put a +1/+1 counter on target Elemental you control. If you control eight or more lands draw a card.,1GUR,"Omnath, Locus of the Roil - Foil",,M,Legendary Creature - Elemental,./Paginas/PaginasHeuristica/www.capefeargames.com216.html
4359,"Play with the top card of your library revealed.
As long as the top card of your library is black Vampire Nocturnus and other Vampire creatures youcontrol get +2/+1 and have flying.",1BBB,Vampire Nocturnus - Foil,,M,Creature ? Vampire,./Paginas/PaginasHeuristica/www.capefeargames.com646.html
4360,"Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)
Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)",3 w,Angelic Benediction,$0.25,Uncommon,Enchantment,./Paginas/PaginasHeuristica/www.starcitygames.com408.html
4361,"Flash (You may cast this spell any time you could cast an instant.)
Flash",6 r r,Bogardan Hellkite,$2.99,Mythic Rare,Creature,./Paginas/PaginasHeuristica/www.starcitygames.com27.html
4362,"White spells cost 3 more mana to cast. Circles of Protection cost 3 more mana to use.
--This card has no flavor text --","['2', 'b']", Gloom ,$114.99,Uncommon,Enchantment,./Paginas/PaginasHeuristica/abugames.com220.html
4363,"ocT: Add either oR or oB to your mana pool.
Counts as both mountains and swamp and is affected by spells that affect either. If a spell destroys one of these land types, this card is destroyed; if a spell alters one of these land types, the other land type is unaffected.
--This card has no flavor text --",[], Badlands (WB) ,$379.45,Rare,Land - Swamp Mountain,./Paginas/PaginasHeuristica/abugames.com670.html
4364,: You gain 1 life.,w,Core Set 2020 Foil: Soulmender,$0.25,C,Creature - Human Cleric,./Paginas/PaginasHeuristica/www.cardkingdom.com150.html
4365, Lightning Bolt deals 3 damage to target creature or player., ,Lightning Bolt - Magic 2011 Magic the Gathering Single,$4.50, Common, Instant,./Paginas/PaginasHeuristica/www.wizardscupboard.com225.html
4366,": and tap to take control of an artifact from opponent. Artifact is returned when Aladdin is removed from play or when game ends.
--This card has no flavor text --","['2', 'r', 'r']", Aladdin ,$34.99,Rare,Creature - Human Rogue,./Paginas/PaginasHeuristica/abugames.com365.html
4367," Cumulative Upkeep: {1} Whenever target opponent successfully casts a non-creature spell, you may draw a card. That player may pay {4} to counter this effect.", ,Mystic Remora - Ice Age Magic the Gathering Single,$5.50, Common, Enchantment,./Paginas/PaginasHeuristica/www.wizardscupboard.com675.html
4368,"
--This card has no flavor text --",[], Scrubland (Not Tournament Legal) ,$229.99,Rare,Land - Plains Swamp,./Paginas/PaginasHeuristica/abugames.com735.html
4369,T Add 1 to your mana pool. T Add W or U to your mana pool. Adarkar Wastes deals 1 damage to you.,,Adarkar Wastes - Foil,,R,Land,./Paginas/PaginasHeuristica/www.capefeargames.com703.html
4370,Electrodominance deals X damage to any target. You may cast a card with converted mana cost X or less from your hand without paying its mana cost.,Variable ColorlessRedRed,Electrodominance,$0.73,,Instant,./Paginas/PaginasHeuristica/www.mtgotraders.com437.html
4371,Skip your draw step. If you would discard a card discard it but remove it from the game instead of putting it into your graveyard. Pay 1 life Remove the top card of your library from the game face down. Put that card into your hand at the end of your tu,BBB,Necropotence,,R,Enchantment,./Paginas/PaginasHeuristica/www.capefeargames.com979.html
4372, Flying   A true puppet master has no need for strings. ,"['2', 'U']",           Animating Faerie              ,$0.09,Uncommon,Creature—Faerie,./Paginas/PaginasHeuristica/scryfall.com236.html
4373," When Mesmerizing Benthid enters the battlefield, create two 0/2 blue Illusion creature tokens with “Whenever this creature blocks a creature, that creature doesn’t untap during its controller’s next untap step.” Mesmerizing Benthid has hexproof as long as you control an Illusion. ","['3', 'U', 'U']",           Mesmerizing Benthid              ,$0.49,MythicRare,Creature—Octopus,./Paginas/PaginasHeuristica/scryfall.com23.html
4374,"+1: You gain life equal to the number of creatures you control plus the number of planeswalkers you control.
+1: You gain life equal to the number of creatures you control plus the number of planeswalkers you control.",2 w w,"Ajani, Strength of the Pride",$11.99,Mythic Rare,Legendary Planeswalker - Ajani,./Paginas/PaginasHeuristica/www.starcitygames.com664.html
4375,Enchant artifactEnchanted artifact is a creature with base power and toughness 5/5 in addition to its other types.,1Blue,Ensoul Artifact,$0.01,,Enchantment - Aura,./Paginas/PaginasHeuristica/www.mtgotraders.com964.html
4376,"Equipped creature gets +2/+2 and has trample. (If it would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker.)
Equipped creature gets +2/+2 and has trample. (It can deal excess combat damage to the player or planeswalker it's attacking.)",3,Brawler's Plate,$0.49,Uncommon,Artifact - Equipment,./Paginas/PaginasHeuristica/www.starcitygames.com234.html
4377,"Flying (This creature can't be blocked except by creatures with flying or reach.)
Flying (This creature can't be blocked except by creatures with flying or reach.)",3 u,Aspiring Aeronaut,$0.25,Common,Creature,./Paginas/PaginasHeuristica/www.starcitygames.com721.html
4378,"Living weapon (When this Equipment enters the battlefield, put a 0/0 black Germ creature token onto the battlefield, then attach this to it.)Equipped creature gets +4/+4 and has vigilance and lifelink.3: Return Batterskull to its owner's hand.Equip 5",5,Batterskull,$4.63,,Artifact - Equipment,./Paginas/PaginasHeuristica/www.mtgotraders.com821.html
4379, Choose one — • Draw cards equal to the greatest power among non-Human creatures you control. • Non-Human creatures you control get  3/ 3 until end of turn.   “The curse is broken.” ,"['4', 'G']",           Return of the Wildspeaker              ,$0.24,Rare,Instant,./Paginas/PaginasHeuristica/scryfall.com373.html
4380,"Enchant creature
Enchant creature",2 w w,Angelic Destiny,$8.99,Mythic Rare,Enchantment - Aura,./Paginas/PaginasHeuristica/www.starcitygames.com371.html
4381,"Trample
Cannot attack if defending player controls an untapped creature with power greater than 2. Cannot be assigned to block any creature with power greater than 2.
If only it had three brains, too.","['2', 'r', 'r']", Goblin Mutant (Hobby Japan) ,$43.99,Uncommon,Creature - Goblin Mutant,./Paginas/PaginasHeuristica/abugames.com559.html
4382,Tap: Add 2 Mana to your mana pool. Ancient Tomb deals 2 damage to you., ,Ancient Tomb *Foil*,$9.00,,Land,./Paginas/PaginasHeuristica/www.mtgotraders.com122.html
4383," {X}, {T}: Put a charge counter on Ice Cauldron, and put a spell card face up on Ice Cauldron. Note the type and amount of mana used to pay this activation cost. Use this ability only if there are no charge counters on Ice Cauldron. You may play that spell as though it were in your hand. {T}: Remove the charge counter from Ice Cauldron to add mana of the type and amount last used to put a charge counter on Ice Cauldron to your mana pool. This mana is usable only to cast the spell on top of Ice Cauldron.", ,Ice Cauldron - Ice Age Magic the Gathering Single,$1.70, Rare, Artifact,./Paginas/PaginasHeuristica/www.wizardscupboard.com77.html
4384, Destroys target creature without possibility of regeneration. Does not affect black creatures and artifact creatures., ,Terror - Beta Magic the Gathering Single,$5.50, Common, Instant,./Paginas/PaginasHeuristica/www.wizardscupboard.com419.html
4385,Each player shuffles the cards from his or her hand into his or her library then draws that many cards.,R,Winds of Change,$17.99,U,Sorcery,./Paginas/PaginasHeuristica/www.capefeargames.com996.html
4386,"If opponent has more than four cards in hand during upkeep, black vise does 1 damage to opponent for each card in excess of four.
--This card has no flavor text --",['1'], Black Vise ,$999.99,Uncommon,Artifact,./Paginas/PaginasHeuristica/abugames.com109.html
4387,,4,"Karn, Scion of Urza",$0.50,,Legendary Planeswalker - Karn,./Paginas/PaginasHeuristica/www.mtgotraders.com572.html
4388,"Target creature gains deathtouch until end of turn. (Any amount of damage it deals to a creature is enough to destroy it.)
Draw a card.",1b,Core Set 2020 Foil: Bladebrand,$0.25,C,Instant,./Paginas/PaginasHeuristica/www.cardkingdom.com146.html
4389,"ocT: Add either oR or oB to your mana pool.
Counts as both mountains and swamp and is affected by spells that affect either. If a spell destroys one of these land types, this card is destroyed; if a spell alters one of these land types, the other land type is unaffected.
--This card has no flavor text --",[], Badlands (WB) ,$379.45,Rare,Land - Swamp Mountain,./Paginas/PaginasHeuristica/abugames.com666.html
4390,"Each player draws one extra card each turn during his or her draw phase.
--This card has no flavor text --",['2'], Howling Mine ,"$4,374.99",Rare,Artifact,./Paginas/PaginasHeuristica/abugames.com236.html
4391," As an additional cost to cast Flesh Allergy, sacrifice a creature. Destroy target creature. Its controller loses life equal to the number of creatures put into all graveyards from the battlefield this turn.", ,Flesh Allergy - Scars of Mirrodin Magic the Gathering Single,$0.15, Uncommon, Sorcery,./Paginas/PaginasHeuristica/www.wizardscupboard.com376.html
4392,"Each player draws three cards, then discards three cards at random.
Each player draws three cards, then discards three cards at random.",r,Burning Inquiry,$12.99,Common,Sorcery,./Paginas/PaginasHeuristica/www.starcitygames.com31.html
4393,"When Scampering Scorcher enters the battlefield, create two 1/1 red Elemental creature tokens. Elementals you control gain haste until end of turn (They can attack and  this turn.)",3r,Core Set 2020: Scampering Scorcher,$0.25,U,Creature - Elemental,./Paginas/PaginasHeuristica/www.cardkingdom.com845.html
4394,{G} {T} You may put a creature card from your hand onto the battlefield.,3G,Elvish Piper - Foil,$9.95,R,Creature ? Elf Shaman,./Paginas/PaginasHeuristica/www.capefeargames.com650.html
4395,"Whenever you discard a card, exile that card from your graveyard.
, : Draw a card, then discard a card.
, , Sacrifice Bag of Holding: Return all cards exiled with Bag of Holding to their owner's hand.",1,Core Set 2020 Foil: Bag of Holding,$1.49,R,Artifact,./Paginas/PaginasHeuristica/www.cardkingdom.com31.html
4396,3RGW T: Look at the top five cards of your library. You may put a creature card with power 5 or greater from among them onto the battlefield. Put the rest on the bottom of your library in any order.,RGW,Oversized - Mayael the Anima,,R,Legendary Creature - Elf Shaman,./Paginas/PaginasHeuristica/www.capefeargames.com200.html
4397,Return all creatures to their owners' hands.,3UU,Evacuation - Foil,,R,Instant,./Paginas/PaginasHeuristica/www.capefeargames.com715.html
4398,"Other green creatures you control get +1/+1.

Other white creatures you control get +1/+1.

{T}: Create a legendary 2/2 green and white Wolf creature token named Voja.",4GW,Tolsimir Wolfblood,,R,,./Paginas/PaginasHeuristica/www.capefeargames.com345.html
4399," First strike, haste Whenever Fervent Champion attacks, another target attacking Knight you control gets  1/ 0 until end of turn. Equip abilities you activate that target Fervent Champion cost {3} less to activate.   2018 World Champion Javier Dominguez ",['R'],           Fervent Champion              ,$1.50,Rare,Creature—HumanKnight,./Paginas/PaginasHeuristica/scryfall.com559.html
4400,": Add either  or  to your mana pool.
Counts as both plains and forest and is affected by spells that affect either. If a spell destroys one of these land types, this card is destroyed; if a spell alters one of these land types, the other land type is unaffected.
--This card has no flavor text --",[], Savannah ,$259.19,Rare,Land - Forest Plains,./Paginas/PaginasHeuristica/abugames.com723.html
4401,"When Myr Battlesphere enters the battlefield, put four 1/1 colorless Myr artifact creature tokens onto the battlefield.Whenever Myr Battlesphere attacks, you may tap X untapped Myr you control. If you do, Myr Battlesphere gets +X/+0 until end of turn and deals X damage to defending player.",7,Myr Battlesphere,$0.01,,Artifact Creature - Myr Construct,./Paginas/PaginasHeuristica/www.mtgotraders.com358.html
4402, Attacking creatures you control have first strike., ,Stensia Masquerade (Foil) - Shadows Over Innistrad,$0.60, Uncommon, Enchantment,./Paginas/PaginasHeuristica/www.wizardscupboard.com663.html
4403, Lightning Bolt does 3 damage to one target., ,Lightning Bolt - Alpha Magic the Gathering Single,$499.95, Common, Instant,./Paginas/PaginasHeuristica/www.wizardscupboard.com399.html
4404,": and tap to take control of an artifact from opponent. Artifact is returned when Aladdin is removed from play or when game ends.
--This card has no flavor text --","['2', 'r', 'r']", Aladdin ,$39.99,Rare,Creature - Human Rogue,./Paginas/PaginasHeuristica/abugames.com373.html
4405,"+1: You gain life equal to the number of creatures you control plus the number of planeswalkers you control.
+1: You gain life equal to the number of creatures you control plus the number of planeswalkers you control.",2 w w,"Ajani, Strength of the Pride (Core Set 2020 Prerelease)",$11.99,Promo,Legendary Planeswalker - Ajani,./Paginas/PaginasHeuristica/www.starcitygames.com808.html
4406,"Temple of Deceit enters the battlefield tapped.When Temple of Deceit enters the battlefield, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)Tap: Add Blue or Black to your mana pool.", ,Temple of Deceit,$0.07,,Land,./Paginas/PaginasHeuristica/www.mtgotraders.com708.html
4407," Put a 3/3 green Beast creature token into play. Then if an opponent controls more creatures than you, return Pulse of the Tangle to its owner's hand.", ,Pulse of the Tangle - Darksteel Magic the Gathering Single,$0.25, Rare, Sorcery,./Paginas/PaginasHeuristica/www.wizardscupboard.com233.html
4408,": Add either  or  to your mana pool.
Counts as both swamp and forest and is affected by spells that affect either. If a spell destroys one of these land types, this card is destroyed; if a spell alters one of these land types, the other land type is unaffected.
--This card has no flavor text --",[], Bayou (WB) ,$364.95,Rare,Land - Swamp Forest,./Paginas/PaginasHeuristica/abugames.com689.html
4409,"Flying
Attacking does not cause Serra Angel to tap.
Born with wings of light and a sword of faith, this heavenly incarnation embodies both fury and purity.","['3', 'w', 'w']", Serra Angel ,$5.55,Uncommon,Creature - Angel,./Paginas/PaginasHeuristica/abugames.com959.html
