,Unnamed: 0,desc,mana,name,price,rarity,type,url
3845,3845,": Lose only 1 life to an unblocked creature.
--This card has no flavor text --",3,Forcefield,"$2,184.99",Rare,Artifact,https://abugames.com/magic-the-gathering/singles/product-detail/Forcefield/Alpha/English/ID%23-84579
3846,3846,Lightning Bolt deals 3 damage to target creature or player.,r,Lightning Bolt,$11.95,Common,Instant,https://www.capefeargames.com/catalog/magic_singles-core_sets-unlimited/lightning_bolt/24695
3847,3847,"Distribute four +1/+1 counters among any number of target creatures.
Distribute four +1/+1 counters among any number of target creatures.",4g,Blessings of Nature,$0.99,Uncommon,Sorcery,http://www.starcitygames.com/catalog/magic_the_gathering/product/392789
3848,3848,FlyingWhenever you cast a noncreature spell create a 1/1 white Spirit creature token with flying.Sacrifice a Spirit: Add R.,1urw,"Kykar, Wind's Fury - Foil",,Mythic,Legendary Creature - Bird Wizard,https://www.capefeargames.com/catalog/magic_singles-core_set_2020/kykar_winds_fury__foil/602000
3849,3849,"Temple of Enlightenment enters the battlefield tapped.When Temple of Enlightenment enters the battlefield, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)Tap: Add White or Blue to your mana pool.", ,Temple of Enlightenment,$0.38,,Land,https://www.mtgotraders.com/store/BNG_Temple_of_Enlightenment.html
3850,3850,"Whenever Audacious Thief attacks, you draw a card and you lose 1 life.",2b,Audacious Thief *Foil*,$0.01,,Creature - Human Rogue,https://www.mtgotraders.com/store/M20_Audacious_Thief_f.html
3851,3851,"FlyingWhenever Angelic Captain attacks, it gets +1/+1 until end of turn for each other attacking Ally.",3rw,Angelic Captain *Foil*,$0.02,,Creature - Angel Ally,https://www.mtgotraders.com/store/BFZ_Angelic_Captain_f.html
3852,3852,"When Charming Prince enters the battlefield, choose one — • Scry 2. • You gain 3 life. • Exile another target creature you own. Return it to the battlefield under your control at the beginning of the next end step.",1w,Charming Prince,$0.78,Rare,Creature—HumanNoble,https://scryfall.com/card/peld/8s/charming-prince
3853,3853,"Bloodcrazed Goblin can't attack unless an opponent has been dealt damage this turn.
Bloodcrazed Goblin can't attack unless an opponent has been dealt damage this turn.",r,Bloodcrazed Goblin,$0.15,Common,Creature,http://www.starcitygames.com/catalog/magic_the_gathering/product/175867
3854,3854,"Slaying Fire deals 3 damage to any target. Adamant — If at least three red mana was spent to cast this spell, it deals 4 damage instead.   The purest virtue burns brighter than the sun and hotter than dragonfire.",2r,Slaying Fire,$0.13,Uncommon,Instant,https://scryfall.com/card/eld/143/slaying-fire
3855,3855,"Add 1 black mana to your mana pool. Tapping this artifact can be played as an interrupt.
--This card has no flavor text --",,Mox Jet,"$3,219.99",Rare,Artifact,https://abugames.com/magic-the-gathering/singles/product-detail/Mox-Jet/Unlimited/English/ID%23-75928
3856,3856,"Whenever a creature enters the battlefield under your control, you may have Angel's Tomb become a 3/3 white Angel artifact creature with flying until end of turn.
Whenever a creature enters the battlefield under your control, you may have Angel's Tomb become a 3/3 white Angel artifact creature with flying until end of turn.",3,Angel's Tomb,$0.49,Uncommon,Artifact,http://www.starcitygames.com/catalog/magic_the_gathering/product/1142138
3857,3857,"TrampleWhenever you tap a land for mana, add one mana to your mana pool of any type that land produced.Whenever an opponent taps a land for mana, that land doesn't untap during its controller's next untap step.",6gg,"Vorinclex, Voice of Hunger",$0.34,,Legendary Creature - Praetor,https://www.mtgotraders.com/store/NPH_Vorinclex_Voice_of_Hunger.html
3858,3858,When Solemn Simulacrum enters the battlefield you may search your library for a basic land card put that card onto the battlefield tapped then shuffle your library. When Solemn Simulacrum dies you may draw a card.,4,Solemn Simulacrum,$6.60,Rare,Artifact,https://www.capefeargames.com/catalog/magic_singles-commander_sets-commander_2015/solemn_simulacrum/331333
3859,3859,"Counter target spell.
Counter target spell.",1uu,Cancel,$0.25,Common,Instant,http://www.starcitygames.com/catalog/magic_the_gathering/product/461431
3860,3860,"Add 1 white mana to your mana pool. Tapping this artifact can be played as an interrupt.
--This card has no flavor text --",,Mox Pearl,"$19,999.99",Rare,Artifact,https://abugames.com/magic-the-gathering/singles/product-detail/Mox-Pearl/Alpha/English/
3861,3861,Equipped creature gets +1/+0 and has flying. Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.),,Kitesail - Worldwake Magic the Gathering Single,$0.15, Common,Artifact - Equipment,https://www.wizardscupboard.com/kitesail-p-26539.html
3862,3862,"Choose one —
Choose one —",3ww,Cleansing Nova,$2.49,Rare,Sorcery,http://www.starcitygames.com/catalog/magic_the_gathering/product/1431904/1431902
3863,3863,"Enchant creature you controlWhen Cartouche of Ambition enters the battlefield, you may put a -1/-1 counter on target creature.Enchanted creature gets +1/+1 and has lifelink.",2b,Cartouche of Ambition,$0.01,,Enchantment - Aura Cartouche,https://www.mtgotraders.com/store/AKH_Cartouche_of_Ambition.html
3864,3864,"Flying   In a castle that prizes loyalty above all, the bond between knight and griffin is unmatched.",1ww,Ardenvale Tactician,$0.06,Common,Creature—HumanKnight,https://scryfall.com/card/eld/5/ardenvale-tactician-dizzying-swoop
3865,3865,"Annihilator 1 (Whenever this creature attacks, defending player sacrifices a permanent.)4: Put two 0/1 colorless Eldrazi Spawn creature tokens onto the battlefield. They have ""Sacrifice this creature: Add 1 to your mana pool.""20: Cast any number of Eldrazi cards you own from outside the game without paying their mana costs.",10,Spawnsire of Ulamog,$0.01,,Creature - Eldrazi,https://www.mtgotraders.com/store/ROE_Spawnsire_of_Ulamog.html
3866,3866,": +1/+0
""And topples round the dreary west
A looming bastion fringed with fire.""
—Alfred, Lord Tennyson, ""In Memoriam""",r,Firebreathing,$14.99,Common,Enchantment - Aura,https://abugames.com/magic-the-gathering/singles/product-detail/Firebreathing/Alpha/English/ID%23-90645
3867,3867,Flash (You may cast this spell any time you could cast an instant.)Creature cards you own that aren't on the battlefield have flash.Each opponent can cast spells only any time he or she could cast a sorcery.,2uuu,"Teferi, Mage of Zhalfir",$0.11,,Legendary Creature - Human Wizard,https://www.mtgotraders.com/store/V11_Teferi_Mage_of_Zhalfir.html
3868,3868,"Flying
Flying",3uu,Air Elemental,$0.25,Uncommon,Creature,http://www.starcitygames.com/catalog/magic_the_gathering/product/1554772
3869,3869,"Whenever you draw your second card each turn, put a +1/+1 counter on target creature you control.+1: Draw a card.-7: Creatures you control can't be blocked this turn.",4uu,"Jace, Arcane Strategist",$3.00,,Legendary Planeswalker - Jace,https://www.mtgotraders.com/store/WAR_Jace_Arcane_Strategist.html
3870,3870,"Search your library for up to X cards and put those cards into your hand. Then shuffle your library.
Search your library for up to X cards and put those cards into your hand. Then shuffle your library.",x3bb,Diabolic Revelation,$1.49,Rare,Sorcery,http://www.starcitygames.com/catalog/magic_the_gathering/product/404455/410383
3871,3871,"Whenever a creature an opponent controls dies, Altac Bloodseeker gets +2/+0 and gains first strike and haste until end of turn. (It deals combat damage before creatures without first strike, and it can attack and Tap as soon as it comes under your control.)
Whenever a creature an opponent controls dies, Altac Bloodseeker gets +2/+0 and gains first strike and haste until end of turn. (It deals combat damage before creatures without first strike, and it can attack and Tap as soon as it comes under your control.)",1r,Altac Bloodseeker,$0.25,Uncommon,Creature,http://www.starcitygames.com/catalog/magic_the_gathering/product/698752
3872,3872,"You gain 1 life for each land you control.
You gain 1 life for each land you control.",4g,Bountiful Harvest,$0.25,Common,Sorcery,http://www.starcitygames.com/catalog/magic_the_gathering/product/404657
3873,3873,": Add either  or  to your mana pool.
Counts as both forest and mountains and is affected by spells that affect either. If a spell destroys one of these land types, this card is destroyed; if a spell alters one of these land types, the other land type is unaffected.
--This card has no flavor text --",,Taiga,$246.79,Rare,Land - Mountain Forest,https://abugames.com/magic-the-gathering/singles/product-detail/Taiga/Revised/English/ID%23-64018
3874,3874,"When Loxodon Lifechanter enters the battlefield, you may have your life total become the total toughness of creatures you control.5White: Loxodon Lifechanter gets +X/+X until end of turn, where X is your life total.",5w,Loxodon Lifechanter,$0.01,,Creature - Elephant Cleric,https://www.mtgotraders.com/store/M20_Loxodon_Lifechanter.html
3875,3875,"Counter target spell.
Counter target spell.",1uu,Cancel,$0.25,Common,Instant,http://www.starcitygames.com/catalog/magic_the_gathering/product/176097
3876,3876,"Target creature gains protection from green.
--This card has no flavor text --",w,Green Ward,$24.99,Uncommon,Enchantment - Aura,https://abugames.com/magic-the-gathering/singles/product-detail/Green-Ward/Alpha/English/ID%23-43499
3877,3877,": All cards from the Antiquities expansion, including Golgothian Sylex, must be discarded from play.
From their earliest educations, the brothers had known that no human contrivance could stand against the true masters of Dominia.",4,Golgothian Sylex,$20.99,Rare,Artifact,https://abugames.com/magic-the-gathering/singles/product-detail/Golgothian-Sylex/Antiquities/English/ID%23-96117
3878,3878,"As an additional cost to cast Bone Splinters, sacrifice a creature.
As an additional cost to cast this spell, sacrifice a creature.",b,Bone Splinters,$0.15,Common,Sorcery,http://www.starcitygames.com/catalog/magic_the_gathering/product/392676
3879,3879,Destroy all creatures. You gain life equal to the number of creatures you controlled that were destroyed this way.,wwbb,Kaya's Wrath,$0.19,,Sorcery,https://www.mtgotraders.com/store/RNA_Kayas_Wrath.html
3880,3880,"Scry 2, then draw a card. (To scry 2, look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)",,Preordain - Magic 2011 Magic the Gathering Single,$3.95, Common,Sorcery,https://www.wizardscupboard.com/preordain-p-27463.html
3881,3881,Counter target spell. If an artifact or creature spell is countered this way put that card into play under your control instead of into its owner's graveyard.,3uu,Desertion,$2.80,Rare,Instant,https://www.capefeargames.com/catalog/magic_singles-core_sets-sixth_edition/desertion/26151
3882,3882,": Add either  or  to your mana pool.
Counts as both islands and mountains and is affected by spells that affect either. If a spell destroys one of these land types, this card is destroyed; if a spell alters one of these land types, the other land type is unaffected.
--This card has no flavor text --",,Volcanic Island (WB),$546.69,Rare,Land - Island Mountain,https://abugames.com/magic-the-gathering/singles/product-detail/Volcanic-Island-%2528WB%2529/Revised/Italian/ID%23-73671
3883,3883,"Deathtouch (Creatures dealt damage by this creature are destroyed. You can divide this creature's combat damage among any of the creatures blocking or blocked by it.)
Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)",3gg,Acidic Slime,$0.29,Uncommon,Creature,http://www.starcitygames.com/catalog/magic_the_gathering/product/57556
3884,3884,"At the beginning of combat on your turn, choose an opponent at random. Ruhan of the Fomori attacks that player this combat if able.",1rwu,Ruhan of the Fomori,$1.65,,Legendary Creature - Giant Warrior,https://www.mtgotraders.com/store/CMD_Ruhan_of_the_Fomori.html
3885,3885,"You may cast nonland cards with cycling from your graveyard.
You may cast nonland cards with cycling from your graveyard.",3,Abandoned Sarcophagus (Hour of Devastation Prerelease),$1.49,Promo,Artifact,http://www.starcitygames.com/catalog/magic_the_gathering/product/1334353/1347453
3886,3886,Artifacts you control have indestructible.,9,Darksteel Forge - Foil,,Mythic,Artifact,https://www.capefeargames.com/catalog/magic_singles-core_sets-magic_2014/darksteel_forge__foil/100324
3887,3887,"Flying
Flying (This creature can't be blocked except by creatures with flying or reach.)",4ww,Angelic Guardian (Gift Pack),$1.99,Rare,Creature,http://www.starcitygames.com/catalog/magic_the_gathering/product/1477759
3888,3888,"+1: Until your next turn, prevent all damage target permanent would deal.0: Until end of turn, Gideon of the Trials becomes a 4/4 Human Soldier creature with indestructible that's still a planeswalker. Prevent all damage that would be dealt to him this turn.0: You get an emblem with ""As long as you control a Gideon planeswalker, you can't lose the game and your opponents can't win the game.""",1ww,Gideon of the Trials,$0.20,,Planeswalker - Gideon,https://www.mtgotraders.com/store/AKH_Gideon_of_the_Trials.html
3889,3889,Other Merfolk get +1/+1 and have islandwalk.,uu,Lord of Atlantis,,Rare,Creature - Merfolk Lord,https://www.capefeargames.com/catalog/magic_singles-core_sets-sixth_edition/lord_of_atlantis/26375
3890,3890,Carrion Feeder can't block.,,Carrion Feeder - Eternal Masters,$0.45, Common,Creature,https://www.wizardscupboard.com/carrion-feeder-p-44775.html
3891,3891,"Tap, Pay 1 life, Sacrifice Scalding Tarn: Search your library for an Island or Mountain card and put it onto the battlefield. Then shuffle your library.", ,Scalding Tarn,$18.68,,Land,https://www.mtgotraders.com/store/ZEN_Scalding_Tarn.html
3892,3892,"{1}: You gain 1 life every time a creature is destroyed, unless it is then regenerated.",,Soul Net - Alpha Magic the Gathering Single,$5.35, Uncommon,Poly Artifact,https://www.wizardscupboard.com/soul-net-p-2327.html
3893,3893,"If Leyline of Sanctity is in your opening hand, you may begin the game with it on the battlefield.
You have hexproof. (You can't be the target of spells or abilities your opponents control.) 
 Pro Tip!

Leyline of Sanctity shuts down discard, burn spells, a variety of combos, and some cards you wouldn't expect, like Gifts Ungiven. You don't even have to play white mana, just run four and hope it's in your opening hand.",2ww,Core Set 2020: Leyline of Sanctity,$4.49,Rare,Enchantment,https://www.cardkingdom.com/mtg/core-set-2020/leyline-of-sanctity
3894,3894,"Flying
Four things that never meet do here unite
To shed my blood and to ravage my heart,
A radiant brow and tresses that beguile
And rosy cheeks and a glittering smile.""
—The Arabian Nights, trans. Haddawy",2r,Bird Maiden,$2.15,Common,Creature - Human Bird,https://abugames.com/magic-the-gathering/singles/product-detail/Bird-Maiden/4th-Edition/English/ID%23-m16961
3895,3895,T Add 1 to your mana pool. T Add W or U to your mana pool. Adarkar Wastes deals 1 damage to you.,,Adarkar Wastes - Foil,,Rare,Land,https://www.capefeargames.com/catalog/magic_singles-core_sets-7th_edition/adarkar_wastes__foil/70446
3896,3896,", : You may put a creature card from your hand into play.
From Gaea grew the world, and the world was silent. From Gaea grew the world's elves, and the world was silent no more.
—Elvish teaching",3g,Elvish Piper - FOIL,$14.09,Rare,Creature - Elf Shaman,https://abugames.com/magic-the-gathering/singles/product-detail/Elvish-Piper-%252D-FOIL/10th-Edition/English/ID%23-46429
3897,3897,"Any creature in either player's graveyard comes into play on your side with -1 to its original power. If this enchantment is removed, or at end of game, target creature is returned to its owner's graveyard. Target creature may be killed as normal.
--This card has no flavor text --",1b,Animate Dead,$498.75,Uncommon,Enchantment - Aura,https://abugames.com/magic-the-gathering/singles/product-detail/Animate-Dead/Alpha/English/ID%23-80245
3898,3898,"Barkhide Troll enters the battlefield with a +1/+1 counter on it.1, Remove a +1/+1 counter from Barkhide Troll: Barkhide Troll gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.)",gg,Barkhide Troll,$0.04,,Creature - Troll,https://www.mtgotraders.com/store/M20_Barkhide_Troll.html
3899,3899,Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for 1 or one mana of that creature's color.)Search your library for a creature card with converted mana cost X or less and put it onto the battlefield. Then shuffle your library.,variablecol/lessggg,Chord of Calling,$0.51,,Instant,https://www.mtgotraders.com/store/M15_Chord_of_Calling.html
3900,3900,Target creature gains +2/+1.,,Unholy Strength - Revised Magic the Gathering Single,$0.20, Common,Enchant Creature,https://www.wizardscupboard.com/unholy-strength-p-8753.html
3901,3901,"[+1]: You gain life equal to the number of creatures you control plus the number of planeswalkers you control.
[-2]: Create a 2/2 white Cat Soldier creature token named Ajani's Pridemate with ""Whenever you gain life, put a +1/+1 counter on Ajani's Pridemate.""
[0]: If you have at least 15 life more than your starting life total, exile Ajani, Strength of the Pride and each artifact and creature your opponents control.
|5| 
 Pro Tip!

Ajani planeswalkers have made cat tokens in the past, but Ajani, Strength of the Pride makes Ajani's Pridemates! Use Ajani's -2 and +1 abilities in tandem to create a growing army of cats.",2ww,"Core Set 2020: Ajani, Strength of the Pride",$6.49,Mythic,Legendary Planeswalker - Ajani,https://www.cardkingdom.com/mtg/core-set-2020/ajani-strength-of-the-pride
3902,3902,": Tor Wauki deals 2 damage to target attacking or blocking creature.
--This card has no flavor text --",2bbr,Tor Wauki,$2.19,Uncommon,Legendary Creature - Human Archer,https://abugames.com/magic-the-gathering/singles/product-detail/Tor-Wauki/Chronicles/English/ID%23-m17438
3903,3903,"Oathsworn Knight enters the battlefield with four  1/ 1 counters on it. Oathsworn Knight attacks each combat if able. If damage would be dealt to Oathsworn Knight while it has a  1/ 1 counter on it, prevent that damage and remove a  1/ 1 counter from it.",1bb,Oathsworn Knight,$0.18,Rare,Creature—HumanKnight,https://scryfall.com/card/eld/98/oathsworn-knight
3904,3904,T Add W to your mana pool.,0,Mox Pearl,"$5,500.00/$6,875.00",Rare,Artifact,https://www.capefeargames.com/buylist/magic_singles-core_sets-alpha/mox_pearl/22465
3905,3905,": Add either  or  to your mana pool.
Counts as both islands and plains and is affected by spells that affect either. If a spell destroys one of these land types, this card is destroyed; if a spell alters one of these land types, the other land type is unaffected.
--This card has no flavor text --",,Tundra,$468.75,Rare,Land - Plains Island,https://abugames.com/magic-the-gathering/singles/product-detail/Tundra/Revised/English/ID%23-s49271
3906,3906,"Flash (You may cast this spell any time you could cast an instant.)
Flash",6rr,Bogardan Hellkite,$1.49,Mythic Rare,Creature,http://www.starcitygames.com/catalog/magic_the_gathering/product/57424/165794
3907,3907,Look at the top three cards of your library then put them back in any order. You may shuffle your library.Draw a card.,u,Ponder - Foil,,Common,Sorcery,https://www.capefeargames.com/catalog/magic_singles-core_sets-magic_2012/ponder__foil/80328
3908,3908,{T}: Creatures you control get  1/ 1 until end of turn.,g/wg/wg/wg/w,Oakhame Ranger,$0.09,Uncommon,Creature—ElfKnight,https://scryfall.com/card/eld/212/oakhame-ranger-bring-back
3909,3909,"First strike (This creature deals combat damage before creatures without first strike.)
First strike",2w,Attended Knight,$0.15,Common,Creature,http://www.starcitygames.com/catalog/magic_the_gathering/product/404178
3910,3910,"Bloodfell Caves enters the battlefield tapped.
Bloodfell Caves enters the battlefield tapped.",,Bloodfell Caves,$0.15,Common,Land,http://www.starcitygames.com/catalog/magic_the_gathering/product/1554705
3911,3911,"When you cycle Bant Sojourners or it's put into a graveyard from play, you may put a 1/1 white Soldier creature token into play.Cycling 2White (2White, Discard this card: Draw a card.)",1gwu,Bant Sojourners,$0.01,,Creature - Human Soldier,https://www.mtgotraders.com/store/ARB_Bant_Sojourners.html
3912,3912,"When Eternal Witness enters the battlefield, you may return target card from your graveyard to your hand.",,Eternal Witness - Commander Magic the Gathering Single,$6.05, Uncommon,Creature,https://www.wizardscupboard.com/eternal-witness-p-35085.html
3913,3913,"You may choose a sorcery card you own from outside the game, reveal that card, and put it into your hand. Exile Burning Wish .",1r,Burning Wish,$0.37,,Sorcery,https://www.mtgotraders.com/store/JUD_Burning_Wish.html
3914,3914,": Instead of drawing a card from the top of your library, draw X cards but choose only one to put in your hand. You must shuffle the leftover cards and put them at the bottom of your library.
--This card has no flavor text --",10,Aladdin's Lamp,$15.99,Rare,Artifact,https://abugames.com/magic-the-gathering/singles/product-detail/Aladdin's-Lamp/Arabian-Nights/English/ID%23-61782
3915,3915,": Add either  or  to your mana pool.
Counts as both swamp and forest and is affected by spells that affect either. If a spell destroys one of these land types, this card is destroyed; if a spell alters one of these land types, the other land type is unaffected.
--This card has no flavor text --",,Bayou,$432.79,Rare,Land - Swamp Forest,https://abugames.com/magic-the-gathering/singles/product-detail/Bayou/Revised/English/ID%23-86270
3916,3916,"+1: Target permanent doesn't untap during its controller's next untap step.
+1: Target permanent doesn't untap during its controller's next untap step.",2rw,Ajani Vengeant (Shards of Alara Launch),$4.99,Promo,Legendary Planeswalker - Ajani,http://www.starcitygames.com/catalog/magic_the_gathering/product/53233/54739
3917,3917,Gravecrawler can't block.You may cast Gravecrawler from your graveyard as long as you control a Zombie.,b,Gravecrawler,$4.16,,Creature - Zombie,https://www.mtgotraders.com/store/DKA_Gravecrawler.html
3918,3918,"Trample, haste. At end of turn, sacrifice Blistering Firecat. Morph {R}{R} (You may play this face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)",,Blistering Firecat - Onslaught Magic the Gathering Single,$1.35, Rare,Creature - Cat,https://www.wizardscupboard.com/blistering-firecat-p-12851.html
3919,3919,"Imprint- When Invader Parasite enters the battlefield, exile target land.Whenever a land with the same name as the exiled card enters the battlefield under an opponent's control, Invader Parasite deals 2 damage to that player.",3rr,Invader Parasite,$0.01,,Creature - Insect,https://www.mtgotraders.com/store/NPH_Invader_Parasite.html
3920,3920,"Rats you control have menace. {1}{B}, {T}: Create a 1/1 black Rat creature token. {2}{B}{B}, {T}, Sacrifice three Rats: Gain control of target creature.",1b,Piper of the Swarm,$0.24,Rare,Creature—HumanWarlock,https://scryfall.com/card/eld/355/piper-of-the-swarm
3921,3921,"When Auramancer enters the battlefield, you may return target enchantment card from your graveyard to your hand.
When Auramancer enters the battlefield, you may return target enchantment card from your graveyard to your hand.",2w,Auramancer,$0.49,Common,Creature,http://www.starcitygames.com/catalog/magic_the_gathering/product/279578
3922,3922,Replicate R (When you play this spell copy it for each time you paid its replicate cost. You may choose new targets for the copies.) Destroy target artifact.,r,Shattering Spree - Foil,$39.95,Uncommon,Sorcery,https://www.capefeargames.com/catalog/magic_singles-ravnica_block-guildpact/shattering_spree__foil/75393
3923,3923,"Whenever Lorthos, the Tidemaker attacks, you may pay {8}. If you do, tap up to eight target permanents. Those permanents don’t untap during their controllers’ next untap steps.   When Lorthos emerges from his deepwater realm, the tides bow to his will and the coastline cowers in his presence.",5uuu,"Lorthos, the Tidemaker",$0.97,MythicRare,LegendaryCreature—Octopus,https://scryfall.com/card/zen/53/lorthos-the-tidemaker#rulings
3924,3924,"Flying
Flying",2rw,"Aurelia, Exemplar of Justice (Promo Pack)",$3.99,Promo,Legendary Creature,http://www.starcitygames.com/catalog/magic_the_gathering/product/1577868
3925,3925,Destroy all creatures. They can't be regenerated.,2ww,Wrath of God - Foil,$28.45,Rare,Sorcery,https://www.capefeargames.com/catalog/magic_singles-core_sets-8th_edition/wrath_of_god__foil/69488
3926,3926,"Whenever Firedrinker Satyr is dealt damage, it deals that much damage to you.1Red: Firedrinker Satyr gets +1/+0 until end of turn and deals 1 damage to you.",r,Firedrinker Satyr,$0.01,,Creature - Satyr Shaman,https://www.mtgotraders.com/store/THS_Firedrinker_Satyr.html
3927,3927,{B}{B}: Counter a green spell as it is being cast. This ability is played as an interrupt and does not affect green cards already in play.,,Deathgrip - Revised Magic the Gathering Single,$0.20, Uncommon,Enchantment,https://www.wizardscupboard.com/deathgrip-p-8547.html
3928,3928,"During your upkeep, you must choose one of opponent's non-wall creatures in play. Until your next upkeep, that creature gains the forestwalk ability. If opponent has no creatures, ignore this effect.
--This card has no flavor text --",3g,Erhnam Djinn,$459.99,Rare,Creature - Djinn,https://abugames.com/magic-the-gathering/singles/product-detail/Erhnam-Djinn/Arabian-Nights/English/ID%23-s36892
3929,3929,"All Zombies have ""B Regenerate this creature"" and swampwalk.",1bb,Zombie Master,$5.65,Rare,Creature - Lord,https://www.capefeargames.com/catalog/magic_singles-core_sets-3rd_edition/zombie_master/87456
3930,3930,"Defender (This creature can't attack.)
, Sacrifice a Wall: Draw a card.",1g,2015 Core Set Foil: Wall of Mulch,$0.35,Uncommon,Creature - Wall,https://www.cardkingdom.com/mtg/2015-core-set/wall-of-mulch-foil
3931,3931,"Bloodthirst 1 (If an opponent was dealt damage this turn, this creature enters the battlefield with a +1/+1 counter on it.)
Bloodthirst 1 (If an opponent was dealt damage this turn, this creature enters the battlefield with a +1/+1 counter on it.)",2r,Blood Ogre,$0.15,Common,Creature,http://www.starcitygames.com/catalog/magic_the_gathering/product/279490
3932,3932,Sliver creatures you control have indestructible.,wubrg,Sliver Hivelord - Foil,,Mythic,Legendary Creature - Sliver,https://www.capefeargames.com/catalog/magic_singles-core_sets-magic_2015/sliver_hivelord__foil/144243
3933,3933,Choose one — • Counter target spell with converted mana cost less than or equal to the number of cards in its controller’s graveyard. • Destroy target creature with converted mana cost less than or equal to the number of cards in its controller’s graveyard.,ub,Drown in the Loch,$0.94,Uncommon,Instant,https://scryfall.com/card/eld/188/drown-in-the-loch
3934,3934,"Flying
Attacking does not cause Serra Angel to tap.
Born with wings of light and a sword of faith, this heavenly incarnation embodies both fury and purity.",3ww,Serra Angel,$5.55,Uncommon,Creature - Angel,https://abugames.com/magic-the-gathering/singles/product-detail/Serra-Angel/4th-Edition/English/ID%23-sa5499
3935,3935,Whenever Primeval Titan enters the battlefield or attacks you may search your library for up to two land cards put them onto the battlefield tapped then shuffle your library.,4gg,Primeval Titan,$14.20,Mythic,Creature - Giant,https://www.capefeargames.com/catalog/magic_singles-masters_editions-modern_masters_2015/primeval_titan/294143
3936,3936,"When Bartered Cow dies or when you discard it, create a Food token. (It’s an artifact with “{2}, {T}, Sacrifice this artifact: You gain 3 life.”)   At the market, no one heeded Hilda’s frantic mooing. The fae curse was turning out even worse than she had feared.",3w,Bartered Cow,$0.06,Common,Creature—Ox,https://scryfall.com/card/eld/6/bartered-cow#rulings
3937,3937,"This spell costs {2} less to cast if your opponent controls a green permanent. Deathtouch Whenever Oakhame Adversary deals combat damage to a player, draw a card.   The elves remember every secret path from the days when they ruled the realm.",3g,Oakhame Adversary,$0.11,Uncommon,Creature—ElfWarrior,https://scryfall.com/card/eld/167/oakhame-adversary
3938,3938,1 This card's name becomes the name of your choice. Play this ability anywhere anytime.,1u,_________ - Foil,$2.00/$2.50,Uncommon,Creature - Shapeshifter,https://www.capefeargames.com/buylist/magic_singles-un_sets-unhinged/__foil/73877
3939,3939,Choose one - Barbed Lightning deals 3 damage to target creature; or Barbed Lightning deals 3 damage to target player. Entwine {2} (Choose both if you pay the entwine cost.),,Barbed Lightning - Darksteel Magic the Gathering Single,$0.20, Common,Instant,https://www.wizardscupboard.com/barbed-lightning-p-15685.html
3940,3940,": Add either  or  to your mana pool.
Counts as both forest and islands and is affected by spells that affect either. If a spell destroys one of these land types, this card is destroyed; if a spell alters one of these land types, the other land type is unaffected.
--This card has no flavor text --",,Tropical Island (WB),$371.19,Rare,Land - Forest Island,https://abugames.com/magic-the-gathering/singles/product-detail/Tropical-Island-%2528WB%2529/Revised/French/
3941,3941,"Whenever you gain life, you may pay 2. If you do, draw a card.3White: Create a 1/1 white Soldier creature token with lifelink.",1w,Dawn of Hope,$0.02,,Enchantment,https://www.mtgotraders.com/store/GRN_Dawn_of_Hope.html
3942,3942,"Flying
Flying",4u,Boreal Elemental,$0.25,Common,Creature,http://www.starcitygames.com/catalog/magic_the_gathering/product/1555532
3943,3943,"Each player can’t cast more than one noncreature spell each turn.   “They have forsaken their vows. The edict of the Circle demands their voices be silenced.” —Syr Tasdale, knight of Ardenvale",w,Deafening Silence,$0.46,Uncommon,Enchantment,https://scryfall.com/card/eld/10/deafening-silence#rulings
3944,3944,Damage can't be prevented this turn. Flashback: {R} (You may play this card from your graveyard for its flashback cost. Then remove it from the game.),,Flaring Pain - Judgement Magic the Gathering Single,$1.25, Common,Instant,https://www.wizardscupboard.com/flaring-pain-p-12545.html
3945,3945,"Kicker  and/or 
If you paid the  kicker cost, Cetavolver comes into play with two +1/+1 counters on it and has first strike.
If you paid the  kicker cost, Cetavolver comes into play with a +1/+1 counter on it and has trample.
--This card has no flavor text --",1u,Cetavolver,$2.25,Rare,Creature - Volver,https://abugames.com/magic-the-gathering/singles/product-detail/Cetavolver/Apocalypse/English/ID%23-m16898
3946,3946,"HexproofLotus Field enters the battlefield tapped.When Lotus Field enters the battlefield, sacrifice two lands.Tap: Add three mana of any one color.", ,Lotus Field,$0.86,,Land,https://www.mtgotraders.com/store/M20_Lotus_Field.html
3947,3947,Flying,3uu,Air Elemental,$0.02,,Creature - Elemental,https://www.mtgotraders.com/store/M20_Air_Elemental.html
3948,3948,Nonbasic lands are Mountains.,2r,Blood Moon,$18.95,Rare,Enchantment,https://www.capefeargames.com/catalog/magic_singles-special_editions-chronicles/blood_moon/23771
